Source	Title	Content	Section	URL	Date
Expansión	CFE Telecom perfilar nuevo CEO impulsar proyecto internet 	dos fuente conocimiento tema , interior compañía haber poner mesa nombre Emiliano Calderón Mercado ser nuevo CEO estatal telecomunicación . 	Ciencia	https://expansion.mx/tecnologia/2024/09/18/nuevo-director-genera-general-de-cfe-telecom-quien-suena	18/09/2024
Expansión	Google salir multa antimonopolio 1.670 mmd 	caso comenzar supuesto dominio anticompetitivo empresa mercado publicidad línea . 	Ciencia	https://expansion.mx/tecnologia/2024/09/18/google-se-salva-de-una-multa-presunto-monopolio	18/09/2024
Expansión	e-commerce chino conquista bolsa valor 	dueño Alibaba , Temu JD conquistar e-commerce mundo , diversificar negocio . 	Ciencia	https://expansion.mx/tecnologia/2024/09/18/el-e-commerce-chino-conquista-las-bolsas-de-valores	18/09/2024
Expansión	¿ funcionar canje teléfono Mercado libre ? 	Mercado libre lanzar nuevo programa llamado Trade smartphón , poder canjear antiguo celular modelo nuevo . 	Ciencia	https://expansion.mx/tecnologia/2024/09/17/canje-de-telefonos-mercado-libre	18/09/2024
Expansión	Malware Android permitir retirar dinero cajero automático 	NGate clonar dato NFC tarjeta pago retransmite atacante , emular tarjeta original realizar retiro dinero cajero automático . 	Ciencia	https://expansion.mx/tecnologia/2024/09/17/malware-android-clona-tarjetas-retira-dinero-de-cajeros	18/09/2024
Expansión	Uber Didi operar sitio AICM , pese restricción 	usuario continuar pedir servicio taxi aplicación Uber apuntar continuar operar regularidad . 	Ciencia	https://expansion.mx/tecnologia/2024/09/17/uber-didi-operan-aicm-pese-a-restricciones	17/09/2024
Expansión	TikTok vs EU : historia antaño no tener fin claro 	prohibición llegar enero 2025 , empresa interponer demanda evitar restricción , candidato presidencia tampoco querer bloquear . 	Ciencia	https://expansion.mx/tecnologia/2024/09/17/tiktok-vs-eu-una-historia-de-antano-que-no-tiene-fin-claro	17/09/2024
Expansión	crear diario personal IA WhatsApp 	inteligencia artificial WhatsApp , Meta AI , poder aprovechar él realizar simplificar tarea . aquí explicar crear diario personal 	Ciencia	https://expansion.mx/tecnologia/2024/09/17/diario-personal-ia-whatsapp	17/09/2024
Expansión	Alerta sísmico llegar teléfono próximo 19 septiembre : IFT 	Telcel , AT&amp;T , Telefónica Bait comenzar enviar notificación emergencia   , huracán inundación celular . 	Ciencia	https://expansion.mx/tecnologia/2024/09/17/ift-mensaje-celulares-simulacro-nacional	17/09/2024
Expansión	ios 18 , incluir nuevo versión actualizar iphone 	todavía no haber integrar Apple Intelligence , actualización sistema operativo integrar serie mejora . 	Ciencia	https://expansion.mx/tecnologia/2024/09/17/ios-18-que-incluye-esta-nueva-version-y-como-actualizar-tu-iphone	17/09/2024
Expansión	ahora usuario Uber también deber verificar identidad 	Uber implementar nuevo verificación identidad pasajero , objetivo ofrecer mayor seguridad conductor evitar fraude plataforma . 	Ciencia	https://expansion.mx/tecnologia/2024/09/17/usuarios-de-uber-tambien-deberan-verificarse	17/09/2024
Expansión	Intel Amazon firmar acuerdo comercial mercado recibir bien 	empresa tecnología trabajar conjunto coinversión diseño chip personalizado negocio nube big tech : AWS . 	Ciencia	https://expansion.mx/tecnologia/2024/09/17/intel-amazon-acuerdo-comercial-mercado-recibe-bien	17/09/2024
Expansión	OpenAI creer junta seguridad capaz detener nuevo lanzamiento 	empresa buscar mejorar proceso protección , confianza transparencia medio búsqueda nuevo ronda financiación multimillonario . 	Ciencia	https://expansion.mx/tecnologia/2024/09/17/openai-crea-una-junta-de-seguridad-capaz-de-detener-nuevos-lanzamientos	17/09/2024
Expansión	Instagram lanza contar adolescente control parental 	usuario menor 16 año sólo poder recibir mensaje ser etiquetar cuenta seguir ya estar conectado . 	Ciencia	https://expansion.mx/tecnologia/2024/09/17/instagram-lanza-cuenta-para-adolescentes	17/09/2024
Expansión	¿ servicio cliente manos IA ser mejor humano ? 	más mitad profesional servicio cliente ya ocupar software impulsado IA esperar continuar crecer . 	Ciencia	https://expansion.mx/tecnologia/2024/09/17/servicio-cliente-ia-es-mejor-que-los-humanos	17/09/2024
Expansión	Intel aplazar proyecto instalar fábrica Alemania Polonia 	anuncio presentar después revelarir empresa recibir 3.000 millón dólares gobierno estadounidense fabricar semiconductor . 	Ciencia	https://expansion.mx/tecnologia/2024/09/16/intel-aplaza-el-proyecto-para-instalar-fabricas-en-alemania-y-polonia	17/09/2024
Expansión	Amazon despedir home office : empleado regresar oficina 2025 	empresa haber permitir empleado trabajar casa pandemia , haber dejar oficina casi vacío ciudad San Francisco Seattle . 	Ciencia	https://expansion.mx/tecnologia/2024/09/16/amazon-se-despide-del-home-office-sus-empleados-regresan-a-la-oficina-en-2025	16/09/2024
Expansión	Rappi considerar debutar Bolsa Nueva York año 	Rappi operar nueve país región ser considerar unicornio tecnológico valoración superar 5.000 millón dólares . 	Ciencia	https://expansion.mx/tecnologia/2024/09/16/rappi-considera-debutar-en-la-bolsa-de-nueva-york-en-un-ano	16/09/2024
Expansión	TikTok Departamento Justicia enfrentar tribunal EU 	abogado TikTok enfrentar Departamento Justicia tribunal Washington destino ley poder prohibir aplicación vídeo corto . 	Ciencia	https://expansion.mx/tecnologia/2024/09/16/tiktok-y-el-departamento-de-justicia-se-enfrentan-en-los-tribunales-de-eu	16/09/2024
Expansión	¿ beneficiar Altán Redes desaparición IFT ? 	eliminación IFT , Ejecutivo tener facultad adjudicar directamente espectro Altán plan cierre brecha digital volver él   más competitivo AT&amp;T Telcel . 	Ciencia	https://expansion.mx/tecnologia/2024/09/14/como-beneficiaria-a-altan-redes-la-desaparicion-del-ift	14/09/2024
Expansión	Telefónica Megacable aplicar medida seguridad Culiacán 	compañía telecomunicación decidir modificar operación sucursal garantizar seguridad trabajador entidad haber ser azotar violencia . 	Ciencia	https://expansion.mx/tecnologia/2024/09/13/telefonica-y-megacable-aplican-medidas-de-seguridad-en-culiacan	14/09/2024
Expansión	Intel lograr acuerdo 3.500 mdd fabricar chip ejército 	tratar programa secreto , llamado Secure Enclave , buscar establecer producción chip avanzado aplicación militar Inteligencia . 	Ciencia	https://expansion.mx/tecnologia/2024/09/13/intel-logra-acuerdo-de-3-500-mdd-para-fabricar-chips-para-el-ejercito	13/09/2024
Expansión	Brasil desbloquear cuenta Starlink X transferencia 3 mdd 	juez Supremo Tribunal decir levantamiento ordenar cantidad transferido arca Brasil alcanzar total X deber país concepto multa . 	Ciencia	https://expansion.mx/tecnologia/2024/09/13/brasil-desbloquea-cuentas-starlink-x-transferencia-3-mdd	13/09/2024
Expansión	¿ dar Apple iphone abonar compra nuevo ? 	programa Trade In recibir equipo iphone 2020 15 Pro Max , bonificación máximo 20.000 pesos . 	Ciencia	https://expansion.mx/tecnologia/2024/09/13/cuanto-me-da-apple-por-mi-iphone-compra-nuevo	13/09/2024
Expansión	Telmex suspender atención queja Centros servicio Culiacán 	Sindicato Telefonistas decir debido enfrentamiento armado entidad , decidir no abrir tienda , centro trabajo resguardar integridad técnico . 	Ciencia	https://expansion.mx/tecnologia/2024/09/13/telmex-suspende-la-atencion-de-quejas-y-de-centros-de-servicios-en-culiacan	13/09/2024
Expansión	¿ usar nuevo función texto Instagram ? 	nuevo herramienta texto incluir más fuente efecto , así posibilidad agregar texto superpuesto publicación feed . 	Ciencia	https://expansion.mx/tecnologia/2024/09/13/nuevas-herramientas-de-texto-instagram	13/09/2024
Expansión	líder tecnológico   acudir Casa Blanca hablar IA : CNN 	Funcionarios alto rango líder tecnológico dar cita hablar recurso energético infraestructura necesario impulsar herramienta . 	Ciencia	https://expansion.mx/tecnologia/2024/09/12/lideres-tecnologicos-casa-blanca-ia	12/09/2024
Expansión	"OpenAI lanzar nuevo serie modelo IA capacidad "" razonamiento "" "	modelo conocido internamente strawberry tener alto calificación prueba matemática codificación . empresa reconocer aún poder dar respuesta limitado . 	Ciencia	https://expansion.mx/tecnologia/2024/09/12/openai-lanza-una-nueva-serie-de-modelos-de-ia-con-capacidad-de-razonamiento	12/09/2024
Expansión	UE ahora ir empresa videojuego 	después tener foco torno big tech , organismo regulador buscar esclarecer práctica compañía Fortnite . 	Ciencia	https://expansion.mx/tecnologia/2024/09/12/la-ue-ahora-va-por-empresas-de-videojuegos	12/09/2024
Expansión	escritura manual código tener día contado , vaticinar CEO NVIDIA 	Jensen Huang explicar 32.000 ingeniero software estar acompañado 100 vez más asistente digital , 24 hora día , 7 día semana . 	Ciencia	https://expansion.mx/tecnologia/2024/09/12/ceo-nvidia-vaticina-escritura-codigo-tiene-dias-contados	12/09/2024
La Jornada	extremis , Águilas rescatar   valioso empate 1-1 Necaxa 	gol agónico Henry Martín , América rescatar valioso empate 1-1 Necaxa , hilvanar tres partido conocer derrota , ayer due-lo correspondiente jornada nueve torneo Apertura 2024 Liga Mx , disputado estadio Victoria , Aguascalientes . 	Deportes	https://www.jornada.com.mx/2024/09/22/deportes/a09n1dep?partner=rss	22/09/2024
La Jornada	Dubois noquea Joshua retener cetro pesado 	Londres . Daniel Dubois retener título pesado Federación Internacional Boxeo ( FIB ) noquear quinto asalto ex bicampeón Anthony Joshua , primero defensa cinturón realizado estadio Wembley 	Deportes	https://www.jornada.com.mx/2024/09/22/deportes/a11n2dep?partner=rss	22/09/2024
La Jornada	Copa Laver 	equipo resto mundo tomar ventaja 8-4 Copa Laver selección Europa . triunfo estadunidens Taylor Fritz ( imagen ) Frances Tiafoe alemán Alexander Zverev ruso Daniil Medvedev , respectivamente , ser fundamental comandado John McEnroe tomar delantera justa definir hoy campeón acumulir 13 punto Berlín . 	Deportes	https://www.jornada.com.mx/2024/09/22/deportes/a10n3dep?partner=rss	22/09/2024
La Jornada	Cruz Azul , intratable ; vence 1-0 Chivas afianza superliderato 	haber partido marcar agenda Cruz Azul . después clásico joven América , rivalidad Guadalajara tener valor especial . peso escenario importante , Máquina volver cantar victoria estadio Ciudad Deportes ( 1-0 ) mantener él único líder Liga Mx seguir carrera campeonato . 	Deportes	https://www.jornada.com.mx/2024/09/22/deportes/a27n2dep?partner=rss	22/09/2024
La Jornada	Gobierno CDMX premiar más millar atleta local 	más millar atleta capitalino ser premiar ayer participación Juegos Nacionales Conade . 	Deportes	https://www.jornada.com.mx/2024/09/22/deportes/a11n1dep?partner=rss	22/09/2024
La Jornada	Leyendas pancracio regresar Coliseo Día nacional luchador 	hombre , ocasión mujer , máscara subir ring arena Coliseo , afición ovacionar , no importar ser rudo técnico , saber estar cuadrilátero arriesgar vida medio espectáculo más vistoso , folclórico polémico deporte : lucha libre . Místico , Octagón Atlantis , leyenda disciplina , ser ayer representante histórico función motivo Día nacional luchador lucha libre . 	Deportes	https://www.jornada.com.mx/2024/09/22/deportes/a27n1dep?partner=rss	22/09/2024
La Jornada	Jiménez , plan goleador ; brillar triunfo Fulham 	Raúl Jiménez anotar nuevo Fulham Liga Premier inglés . delantero mexicano , 33 año , abrir marcador Craven Cottage Newcastle United encaminar victoria 3-1 quinto fecha . 	Deportes	https://www.jornada.com.mx/2024/09/22/deportes/a10n1dep?partner=rss	22/09/2024
La Jornada	Norris conseguir po él   GP Singapur ; Checo , fuera top-10 	mexicano Sergio Pérez ( Red Bull ) entrar socavón . Arrancó des-de fondo , esperanzado neumático ayudar remontar , terminar lejos dos piloto disputar título mundial Fórmula 1 calificación gran Premio Singapur . ubicado lugar 13 , tapatío finalizar carrera poco memorable respecto rendimiento Lando Norris ( McLaren ) tricampeón mundial Max Verstappen , primero segundo parrilla salida , respectivamente . 	Deportes	https://www.jornada.com.mx/2024/09/22/deportes/a10n2dep?partner=rss	22/09/2024
La Jornada	tomar cuenta 	semana iniciar dar conocer report , inflación , venta menudeo , indicador actividad económico , balanza comercial anuncio política monetario , . 	Economía	https://www.jornada.com.mx/2024/09/22/economia/015n3eco?partner=rss	22/09/2024
La Jornada	impulsar CRE infraestructuro auto eléctrico 	disposición administrativo materia electromovilidad emitido Comisión Reguladora Energía ( CRE ) no sólo impulsar desarrollo infraestructura uso automóvil eléctrico híbridos , también ordenamiento Sistema Eléctrico Nacional ( SEN ) , acuerdo regulador . 	Economía	https://www.jornada.com.mx/2024/09/22/economia/015n2eco?partner=rss	22/09/2024
La Jornada	Joseph E. Stiglitz , Kevin P. Gallagher , Martín Guzmán Marilou Uy Especial Jornada : FMI deber poner fin destructivo recargo 	nar 	Economía	https://www.jornada.com.mx/2024/09/22/economia/014a1eco?partner=rss	22/09/2024
La Jornada	eu prohibir software hardwarir chino vehículo 	Washington . Departamento Comercio Estados Unidos proponer lunes prohibir software hardware chino vehículo conectado autónomo carretera país debido preocupaciones seguridad nacional , decir fuente Reuters . 	Economía	https://www.jornada.com.mx/2024/09/22/economia/014n1eco?partner=rss	22/09/2024
La Jornada	Cifras verde 	* llave programa planeación ciudad inteligente verde , bicicleta haber recuperar relevancia proyecto urbano . 	Economía	https://www.jornada.com.mx/2024/09/22/economia/013n2eco?partner=rss	22/09/2024
La Jornada	Tribunal dar 5 día X validar representante legal Brasil 	Río Janeiro . , red social X nombrar representante legal Brasil , exigencia volver funcionar país , seguir suspendido cumplir requisito judicial . Tribunal Supremo Brasil dar plataforma social X , propiedad Elon Musk , cinco día presentar documento validir nuevo representante legal país , mostrar sábado decisión judicial . 	Economía	https://www.jornada.com.mx/2024/09/22/economia/014n2eco?partner=rss	22/09/2024
La Jornada	Seguridad energético , amenazado nivel mundial tensión geopolítica : WEF 	transición energético nivel global observar avance , particular economía desarrollado , así China Brasil . no obstante , equidad haber retroceder tensión geopolítica causar incertidumbre seguridad energético , revelar informe Foro Económico Mundial ( WEF , sigla inglés ) . 	Economía	https://www.jornada.com.mx/2024/09/22/economia/015n1eco?partner=rss	22/09/2024
La Jornada	imperio bicicleta recuperar terreno Pekín 	Pekín . recién llegado Pekín poder tener paranoia , confundido certeza , ser atropellar . más temprano tarde auto , bicicleta , motocicleta triciclo poder dar él empujón dejar él costado acera sobar él raspón risa asombro , buscar curita tienda conveniencia . 	Economía	https://www.jornada.com.mx/2024/09/22/economia/013n1eco?partner=rss	22/09/2024
La Jornada	Manuel Ahumada , dibujante “ demasiado viejo punk , mucho joven morir ” 	ser “ demasiado viejo punk , mucho joven morir ” , decir Manuel Ahumada ( 1956-2014 ) Gonzalo Rocha , ambos monero colaborador Jornada . “ día elevar más ahora mirar cosmos , acompañado dios azteca , ángel astronauta Apolo 11 ” , agregar referencia día aquel  fallecer personaje ser frecuente imaginario obra . 	Cultura	https://www.jornada.com.mx/2024/09/22/cultura/a05n1cul?partner=rss	22/09/2024
La Jornada	Elena Poniatowska : Grito 	madrugada 16 septiembre 1810 , “ Grito Independencia ” , historia dar cura Miguel Hidalgo Costilla pueblo Dolores , Guanajuato , rasgó cielo hacer estallar movimiento Independencia . 	Cultura	https://www.jornada.com.mx/2024/09/22/cultura/a04a1cul?partner=rss	22/09/2024
La Jornada	Brasil ! Brasil ! revelar visión vibrante Modernismo 	Berna . exposición Brasil ! Brasil ! : The Birth of Modernism ( ¡ Brasil ! ¡ Brasil ! : nacimiento Modernismo0 , inaugurado Zentrum Paul Klee , ofrecer visión vibrante movimiento artístico país sudamericano largo obra 10 artista , cinco autodidacta poco conocido internacionalmente . 130 obra expuesto haber salir Brasil primero vez . muestra coincidir temáticamente Bienal Venecia , más mitad artista aquí presente también participar . 	Cultura	https://www.jornada.com.mx/2024/09/22/cultura/a02n1cul?partner=rss	22/09/2024
La Jornada	Secretario Arte Cultura Morena rendir informe actividad 	Secretario Arte Cultura Comité Ejecutivo Nacional ( CEN ) Morena , Tomás Pliego Calvo , indicar medio participación 22 comisión estatal arte cultura , artista , creador , promotor , gestor cultural , colectivo cooperativo , organizado partir plan acción secretaría , “ realizar tarea actividad defensa Cuarta Transformación ( 4 T ) , promover cultura incluyente equitativo luchar lucha clasismo , racismo , machismo fascismo ” . 	Cultura	https://www.jornada.com.mx/2024/09/22/cultura/a03n2cul?partner=rss	22/09/2024
La Jornada	entusiasta asistente OSM festejar Islas CU 114 año UNAM 	rugido puma resonar volumen sábado Islas Ciudad Universitaria ( CU ) , Universidad Nacional Autónoma México ( UNAM ) celebrar 114 aniversario concierto memorable cargo Orquesta Sinfónica Minería ( OSM ) . 	Cultura	https://www.jornada.com.mx/2024/09/22/cultura/a03n1cul?partner=rss	22/09/2024
Expansión	Carlos Slim criticar sistema pensión México pedir combatir pobreza 	hombre más rico México decir recurso recibir actualmente mayor 65 año deber usar él sacar 6 millón persona pobreza extremo . 	Economia	https://expansion.mx/economia/2024/09/22/carlos-slim-critica-pensiones	22/09/2024
Expansión	Anuncios inversión México sumar 59.900 mdd primero nueve mes 2024 	Secretaría Economía identificar 197 anuncio público enero septiembre . Estados Unidos encabezar anuncio . 	Economia	https://expansion.mx/economia/2024/09/22/anuncios-de-inversion-en-mexico-suman-59-900-mdd-en-primeros-nueve-meses-de-2024	22/09/2024
Expansión	Caliente pasar anunciar apuesta transmitir Champions League 	compañía haber entrar ‘ guerra streaming deportivo ’ captar parte nicho mercado consolidar principal negocio : apuesta . 	Ciencia	https://expansion.mx/tecnologia/2024/09/22/caliente-champions-league	22/09/2024
La Jornada	dos olímpico conquistar   Zúrich 	campeón olímpico Remco Evenepoel ( imagen ) Grace Brown conquistar ayer prueba contrarreloj Mundial Ciclismo , celebrar Suiza . Brown , australiana 32 año , proclamar campeona mundo primero vez quedar segundo último dos año , Evenepoel revalidar título 46.1 kilómetro Zúrich , tiempo 53 minuto 2 segundo . belga 24 año competir carrera ruta domingo . 	Deportes	https://www.jornada.com.mx/2024/09/23/deportes/a12n3dep?partner=rss	23/09/2024
La Jornada	Charlyn Corral lograr doblete mantener invicto Pachuca ; empatar 3-3 Chivas 	duelo vertiginoso , Charlyn Corral firmar doblete Pachuca igualar 3-3 Chivas mantener invicto primero puesto , jornada once torneo Clausura 2024 Liga Mx Femenil . Tuzas sumar 29 unidad estar espera duelo Tigres Tijuana confirmar liderato , tapatía ubicar quinto puesto 20 unidad temporada más irregular . 	Deportes	https://www.jornada.com.mx/2024/09/23/deportes/a09n2dep?partner=rss	23/09/2024
La Jornada	Pumas sufrir más , rescatar victoria 1-0 Xolos 	Pumas sufrir más , rescatar domingo importante triunfo 1-0 Xolos Tijuana , resultado catapultar zona liguilla , duelo correspondiente jornada nueve torneo Apertura 2024 Liga Mx , efectuado estadio Olímpico Universitario . 	Deportes	https://www.jornada.com.mx/2024/09/23/deportes/a09n1dep?partner=rss	23/09/2024
La Jornada	Alcaraz dar triunfo decisivo Europa , campeón Copa Laver 	París . Europa conquistar ayer Copa Laver tenis combinado resto mundo gracias victoria español Carlos Alcaraz Taylor Fritz último duelo singl . 	Deportes	https://www.jornada.com.mx/2024/09/23/deportes/a11n2dep?partner=rss	23/09/2024
La Jornada	Jefes continuar invicto ; superar 22-17 Halcones 	Atlanta . Patrick Mahomes lanzar par pase anotación defensivo Kansas City realizar par defensa tardía mantener Jefes invicto vencer 22-17 Halcones Atlanta . 	Deportes	https://www.jornada.com.mx/2024/09/23/deportes/a35n2dep?partner=rss	23/09/2024
La Jornada	Tigres batallar vencer último lugar torneo 	duelo ser más complejo esperado , Sebastián Córdova lograr dar él Tigres triunfo 1-0 sotanero Ciudad Juárez , jornada nueve torneo Clausura 2024 Liga Mx . victoria , felino escalar segundo puesto tabla general 20 unidad , dos punto diferencia líder Cruz Azul . 	Deportes	https://www.jornada.com.mx/2024/09/23/deportes/a35n1dep?partner=rss	23/09/2024
La Jornada	Dallas , esperanza frustración 	Lamar Jackson Baltimore resistir intento remontado Dallas , llegar tarde . dos anotación estelar mariscal campo , Cuervos derrotar 28-25 Vaqueros encuentro marcado suspenso minuto final . 	Deportes	https://www.jornada.com.mx/2024/09/23/deportes/a11n1dep?partner=rss	23/09/2024
La Jornada	lar Norris superar Verstappen gran Premio Singapur 	Singapur . lar Norris sortear par susto muro ganar contundencia gran Premio Singapur , apenas poder recortar siete punto diferencia Max Verstappen líder campeonato Fórmula Uno . resultado mexicano Sergio Pérez ser completamente inesperar , terminar décimo lugar dificultad rebasar , llevar último punto repartir carrera . 	Deportes	https://www.jornada.com.mx/2024/09/23/deportes/a12n1dep?partner=rss	23/09/2024
La Jornada	Tercer cuadrangular   mexicano Jonathan   Aranda Tampa Bay 	St . Petersburgo . , mexicano Jonathan Aranda pegar cuadrangular tercer partido consecutivo Rays Tampa Bay , vencer 4-3 Azulejos completar barrida serie tres juego . 	Deportes	https://www.jornada.com.mx/2024/09/23/deportes/a12n2dep?partner=rss	23/09/2024
La Jornada	Haaland marcar gol 100 empate City 	Erling Haaland marcar gol 100 Manchester City . delantero comparado androide , más número ser historia puro . noruego poner adelante equipo Arsenal , quedar 10 jugador , también inspirar empate 2-2 último minuto , John Stones encargar sentenciar . 	Deportes	https://www.jornada.com.mx/2024/09/23/deportes/a10n1dep?partner=rss	23/09/2024
La Jornada	Alerta lesión Santi Giménez 	delantero mexicano Santiago Giménez encender alarma Feyenoord salir cambio primero mitad encuentro equipo superar 2-0 NAC Breda Liga Países Bajos . tricolor tener aparente molestia muscular , no permitir abandonar campo pie ser sustituir . 	Deportes	https://www.jornada.com.mx/2024/09/23/deportes/a10n2dep?partner=rss	23/09/2024
La Jornada	Marlene Santos Alejo : Balance jornada 	increíble parecer ,     equipo milloneta favorito Liga Mx sufrir perder estribo . América Monterrey empatar duras pena , Cruz Azul ganar mínimo ventaja Chivas sólo conseguir sumar frente colero … emoción regalar fecha doble , dar nota quejoso André Jardine , timonel amarillo , Ivar Sisniega , titular Federación Mexicana Futbol , preocupado bajo entrada Estados Unidos , pedir “ transmitir mensaje positivo apoyo selección ” . 	Deportes	https://www.jornada.com.mx/2024/09/23/opinion/a10o1dep?partner=rss	23/09/2024
La Jornada	Afores ganar 8.359 mdp gestionar ahorro trabajador 	ganancia obtener administradora Fondos Retiro ( Afore ) primero ocho mes 2024 cuidar recurso pensionario millón mexicano aumentar 32 ciento manera anual , cifra cierre agosto pasado , revelar dato oficial . 	Economía	https://www.jornada.com.mx/2024/09/23/economia/021n1eco?partner=rss	23/09/2024
La Jornada	Enrique Galván Ochoa : Dinero 	presidenta República     tomar posesión próximo martes , Claudia Sheinbaum Pardo , asistir congreso nacional Morena decir no ser partido Estado ; haber distancia . pedir abdicar título jefa partido , ya ser jefa Gobierno , jefa Estado comandanto suprema fuerza armado . organización guinda enarbolacer bandera 4t. ser fundar presidente Andrés Manuel López Obrador . haber anunciar mil vez retirar quinta Palenque , , asegurar , llevar vida aislamiento política político . incluso no recibir amigo . dos círculo más íntimo ser elegir dirigir formalmente partido : Luisa María Alcalde , presidenta Andrés Andy López Beltrán secretario Organización . ser ojo voz . 	Economía	https://www.jornada.com.mx/2024/09/23/opinion/006o1eco?partner=rss	23/09/2024
La Jornada	León Bendesky : ejemplo 	escritor inglés H.G. Wells apuntar Historia supervivencia mismo depender carrera educación catástrofe . idea ser adecuar reflexionar cuestión hoy ser relevante persistente violencia haber mundo , bien , incapacidad humanidad contener degradación medio ambiente . 	Economía	https://www.jornada.com.mx/2024/09/23/economia/023a1eco?partner=rss	23/09/2024
La Jornada	mejorar condición económico millón hogar mexicano 	nuevo política económico social poner marcha gobierno presidente Andrés Manuel López Obrador , concluir 30 septiembre , generar mejor condición económico millón hogar mexicano . hacer través programa transferencia grupo específico población , elevar pensión adulto mayor promover crecimiento real salario , principalmente , coincidir especialista . 	Economía	https://www.jornada.com.mx/2024/09/23/economia/023n1eco?partner=rss	23/09/2024
La Jornada	Concentra manufactura flujo inversión extranjero : 	enero 2023 septiembre 2024 , sector privado realizar 575 anuncio inversión México más 170 mil 644 millón dólares , revelar dato actualizado Secretaría Economía ( SE ) . 	Economía	https://www.jornada.com.mx/2024/09/23/economia/021n2eco?partner=rss	23/09/2024
La Jornada	Economía país transitar crisis 	& # 160 ; 	Economía	https://www.jornada.com.mx/2024/09/23/economia/022n1eco?partner=rss	23/09/2024
La Jornada	alistar inauguración Museo Vivo Muralismo 	día final gobierno presidente Andrés Manuel López Obrador , concluir obra restauración , rehabilitación mantenimiento Museo Vivo Muralismo ( MVM ) , prever inaugurar semana edificio histórico Secretaría Educación Pública ( SEP ) , reconocido patrimonio mundial Organización Naciones Unidas Educación , Ciencia Cultura ( Unesco ) . 	Economía	https://www.jornada.com.mx/2024/09/23/economia/015n1eco?partner=rss	23/09/2024
La Jornada	denunciar competencia desleal ambulant compraventa divisa 	centro cambiario , pequeño establecimiento comprar vender moneda equivalente 10 mil dólares , enfrentar competencia desleal entidad ambulante realizar actividad , acuerdo asociación representar sector . 	Economía	https://www.jornada.com.mx/2024/09/23/economia/024n1eco?partner=rss	23/09/2024
La Jornada	David Márquez Ayala : Reporte económico 	múltiple logro     administración ahora terminar , producción alimento avance autosuficiencia no ser , desafortunadamente , . producción cuatro grano básico alimentación mexicano ( maíz , trigo , frijol arroz ) ascender 2023 31.9 millón tonelada , apenas 1.0% producción 2018 ( Gráfico 1 ) . producto , periodo producción maíz aumentar 1% , trigo 18.1 , decreceír frijol – 38.3% arroz 11.2% . 	Economía	https://www.jornada.com.mx/2024/09/23/opinion/024o1eco?partner=rss	23/09/2024
La Jornada	Anahit María salir gran Bretaña Armenia 	exhibición Diosa Madre : Anahit María , realizado originalmente Museo Británico , ser prestar manera exclusivo seis mes Museo Historia Armenia , ubicado ciudad Yerevan . muestra ser reflexión papel femenino materno distinto deidad variado cultura . imagen , cabeza estatua bronce diós Anahit , perteneciente cultura persa , datar siglo i antes Cristo . 	Cultura	https://www.jornada.com.mx/2024/09/23/cultura/a05n2cul?partner=rss	23/09/2024
La Jornada	obra Nombres combate reúnir foro Gruta historia vida resistencia 	haber historia merecer ser contar , no sólo resultar dolorosa heroico , “ ser testimonio vida , cariño resistencia ” , afirmar Martín López Brie , dramaturgo director Nombres combate , obra documental presentar partir hoy foro Gruta , haber enfrentar dificultad propio pandemia . 	Cultura	https://www.jornada.com.mx/2024/09/23/cultura/a05n1cul?partner=rss	23/09/2024
La Jornada	Hermann Bellinghausen : Stravinski vendedora disco 	segundo parte     año 40 siglo xx Ciudad México deber ser tranquilo , optimista , promisoria . cielo azul limpio , sorprender , ser normal siempre ciudad lago , finalmente derrotado , futuro . allí hacer familia , venido menos , parecido salir película Soler , Pedro Infante Joaquín Pardavé . conformar seis varón cuatro hembra . tono época , primero ser debilidad madre , derecho hombre , sagrado . contar alcohólico , vividor , perezoso , odiar ser mexicano , menor edad único estudiar carrera . tener obligación aportar casa , querer pasar dificultad financiero ; siempre estar “ arrancado ” . tampoco mamá gustar trabajo , papá hacer mala ganar , no ver hora ir caza escuchar ópera música clásico amigo . pronto comenzar recibir pensión burócrata . 	Cultura	https://www.jornada.com.mx/2024/09/23/cultura/a04a1cul?partner=rss	23/09/2024
La Jornada	Murió Fredric Jameson , crítico capitalismo   referente marxismo EU 	Fredric Jameson ( 1934 ) , crítico , teórico catedrático literario estadunidense , fallecer domingo 90 año , informar editorial Verso Libros red social . 	Cultura	https://www.jornada.com.mx/2024/09/23/cultura/a04n1cul?partner=rss	23/09/2024
La Jornada	López Obrador inaugurar Veracruz Centro Cultural Leyes Reforma 	Veracruz , Ver . , presidente Andrés Manuel López Obrador inaugurar ayer puerto Veracruz Centro Cultural Leyes Reforma , realizar recorrido recién rehabilitado Casa Benito Juárez , espacio abrir puerta visitante partir noviembre , buscar generar reflexión ley más importante publicado siglo xix . 	Cultura	https://www.jornada.com.mx/2024/09/23/cultura/a02n1cul?partner=rss	23/09/2024
La Jornada	inmueble patrimonial ser testigo permanente   transición histórico 	Veracruz , Ver . , recinto Casa Benito Juárez Centro Cultural Leyes Reforma , Centro Histórico puerto Veracruz , inaugurado fin semana gobierno federal estar abierto público partir noviembre , buscar promover conocimiento periodo histórico Reforma importancia legado cívico sociedad actual . 	Cultura	https://www.jornada.com.mx/2024/09/23/cultura/a03n1cul?partner=rss	23/09/2024
